Bestseller,Genre,GenreBin,Title,Author,Published Year,Publisher,Page,Price,Reference by person,Reference by Magazine,authorgender(male0fe1team2),isFirstBestSeller,Duration,Duration1,Duration2(0=S1=L2=etc),Impact
2018,Politics&SocialSciences,7,Ship of Fools: How a Selfish Ruling Class Is・,Tucker Carlson,2019,Thorndike Press Large Print,333,17,0,3,0,1,1,0,0,241659
2018,Children'sBooks,3,Wonder,R. J. Palacio,2012,Knopf Books for Young Readers,320,16.99,0,5,1,1,7,1,1,68700
2018,CookbooksFood&Wine,4,The Whole30: The 30-Day Guide to Total Health・,Melissa Hartwig Urban,2015,Houghton Mifflin Harcourt,432,30,0,1,1,0,4,1,1,3158.1
2018,CookbooksFood&Wine,4,The Keto Diet: The Complete Guide to a High-Fat・,Leanne Vogel,2017,Victory Belt Publishing,448,34.95,0,0,1,1,1,0,0,8690
2018,Religion&Spirituality,0,Everybody Always: Becoming Love in a World・,Bob Goff,2018,Thomas Nelson,240,18.99,0,0,1,1,1,0,0,36456.09
2018,Literature&Fiction,6,Before We Were Yours,Lisa Wingate,2017,Ballantine Books ,378,17,0,2,1,1,1,0,0,21659
2018,Literature&Fiction,6,The Reckoning,John Grisham,2018,Dell ,435,9.99,0,0,0,0,1,0,0,6.21E+04
2018,Literature&Fiction,6,Beneath a Scarlet Sky,Mark Sullivan,2017,Lake Union Publishing,523,16.99,0,1,0,1,2,0,1,716815.7859
2018,Business&SelfHelp,2,Principles: Life and Work,Ray Dalio,2017,Simon & Schuster,592,30,1,4,0,1,2,0,1,148500
2018,Science&Math,7,Astrophysics for People in a Hurry,Neil deGrasse Tyson,2017,W. W. Norton & Company,224,18.95,0,1,0,1,2,0,1,79310
2018,Children'sBooks,3,Laugh-Out-Loud Jokes for Kids,Rob Elliott,2010,Revell ,128,4.99,0,0,0,0,6,1,1,1037000
2018,Reference,0,The Official SAT Study Guide 2018 Edition・,The College Board,2019,College Board,1300,29.99,0,0,1,0,2,0,1,263780000
2018,Business&SelfHelp,2,Calm the F*ck Down: An Irreverent Adult・,Sasha O'Hara,2016,CreateSpace Independent Publishing Platform,52,4.99,0,0,1,1,2,0,1,9938.45721
2018,Literature&Fiction,6,The Outsider,Stephen King,2006,Scribner,374,18.99,0,0,1,0,1,0,0,7888406.8
2018,Reference,0,Dungeons & Dragons Dungeon Master's Guide・,Wizards RPG Team,2020,Wizards of the Coast ,192,25,0,0,0,1,1,0,0,8763.8
2018,Literature&Fiction,6,The Woman in the Window,A. J Finn,2019,William Morrow Paperbacks,464,16.99,0,2,0,1,1,0,0,10998900
2018,Reference,0,Dungeons & Dragons Monster Manual (Core・,Wizards RPG Team,2020,Wizards of the Coast ,192,27.49,0,0,0,1,1,0,0,29867.64
2018,Business&SelfHelp,2,Extreme Ownership: How U.S. Navy SEALs Lead・,Jocko Willink,2020,St. Martin's Press,238,28.99,0,0,0,1,1,0,0,5761.2
2018,Politics&SocialSciences,7,The Russia Hoax: The Illicit Scheme to Clear・,Gregg Jarrett,2018,Broadside Books,352,16.99,0,0,0,1,1,0,0,20449
2018,Literature&Fiction,6,The Sun and Her Flowers,Rupi Kaur,2017,Andrews McMeel Publishing,256,16.99,0,5,1,1,2,0,1,74500
2018,Children'sBooks,3,Where Do Diggers Sleep at Night? (Where・,Brianna Caplan Sayres and Christian Slade ,2020,Random House Books for Young Readers,32,9.99,0,0,1,0,1,0,0,177.87
2018,Business&SelfHelp,2,The 7 Habits of Highly Effective People:・,Stephen R. Covey,2020,Simon & Schuster,464,18.99,0,0,0,0,8,1,1,26366.1
2018,Biographies&Memoirs,1,Whiskey in a Teacup: What Growing Up in the・,Reese Witherspoon,2018,Atria Books,304,35,0,3,1,1,1,0,0,293000
2018,Biographies&Memoirs,1,Man's Search for Meaning (OLD EDITION/OUT・,Viktor E. Frankl,2006,Beacon Press,188,10.99,0,0,0,1,1,0,0,34370.39794
2018,Literature&Fiction,6,The Great Alone,Kristin Hannah,2020,St. Martin's Press,184,17.99,0,0,1,0,1,0,0,229900
2018,CookbooksFood&Wine,4,Cravings: Hungry for More: A Cookbook,Chrissy Teigen,2018,Clarkson Potter,256,29.99,0,4,1,0,1,0,0,5790000
2018,Politics&SocialSciences,7,The Handmaid's Tale,Margaret Atwood,1998,Anchor,311,15.95,0,1,1,1,2,0,1,174684.9234
2018,Literature&Fiction,6,Gmorning Gnight!: Little Pep Talks for Me & You,Lin-Manuel Miranda,2018,Random House,224,22,0,0,0,0,1,0,0,196900
2018,Teen&Youngadult,6,Harry Potter Paperback Box Set (Books 1-7),J.K. Rowling,2009,Arthur A. Levine Books,4167,285,0,0,0,0,4,1,1,11880000
2018,Literature&Fiction,6,Xanathar's Guide to Everything (Dungeons &・,Wizards RPG Team,2017,Wizards of the Coast,192,28.99,0,0,0,1,1,0,0,70290
2017,Children'sBooks,3,The Getaway,Jeff Kinney,2017,Harry N. Abrams,224,14.99,0,2,0,0,1,0,0,1.12E+05
2017,Politics&SocialSciences,7,Hillbilly Elegy: A Memoir of a Family and Culture・,J. D. Vance,2018,Harper Paperbacks,288,16.99,0,2,0,1,2,0,1,143000
2017,Politics&SocialSciences,7,What Happened,Hillary Rodham Clinton,2020,Simon & Schuster,264,18.99,0,0,1,0,1,0,0,28435
2017,Politics&SocialSciences,7,1984 (Signet Classics),George Orwell,1950,Signet Classic ,328,9.99,0,0,1,1,5,1,1,355740
2017,Literature&Fiction,6,Origin,Dan Brown,2020,Doubleday,456,9.99,0,0,0,0,1,0,0,62957203.3
2017,Literature&Fiction,6,A Man Called Ove,Fredrik Backman,2020,Washington Square Press,368,16,0,0,0,1,2,0,1,29282
2017,Children'sBooks,3,The Going-To-Bed Book,Sandra Boynton,1982,Little Simon,14,5.99,0,0,1,1,4,1,1,25155.9
2017,Literature&Fiction,6,The Shack: Where Tragedy Confronts Eternity,William P. Young,2007,Windblown Media,256,15,0,0,0,0,3(9-10-11),1,1,23474000
2017,Business&SelfHelp,2,Option B: Facing Adversity Building Resilience・,Sheryl Sandberg,2017,Knopf,240,25.95,0,5,1,0,1,0,0,52393
2017,CookbooksFood&Wine,4,Thug Kitchen: The Official Cookbook: Eat Like・,Thug Kitchen,2014,Rodale Books,240,8.99,0,0,1,1,4,1,1,72672.6
2017,Literature&Fiction,6,A Gentleman in Moscow,Amor Towles,2019,Penguin Books,496,17,2,11,0,1,1,0,0,4304.5
2017,Literature&Fiction,6,Thirteen Reasons Why,Jay Asher,2011,Razorbill,288,10.99,0,0,0,1,1,0,0,5650000
2017,Biographies&Memoirs,1,Leonardo da Vinci,Walter Isaacson,2019,Simon & Schuster,326,22,0,0,0,0,1,0,0,36939.30199
2017,Teen&Youngadult,6,Harry Potter and the Prisoner of Azkaban: The・,J.K. Rowling,2001,Scholastic Paperbacks ,448,10.99,0,0,1,0,1,0,0,487984.5
2017,Children'sBooks,3,Puppy Birthday to You! (Paw Patrol) (Little・,Golden Books,2015,Golden Books,24,4.99,0,1,1,1,2,0,1,76670000
2017,Business&SelfHelp,2,Tools of Titans: The Tactics Routines and Habits・,Tim Ferriss,2018,Houghton Mifflin Harcourt,288,30,0,0,0,1,2,0,1,9666.3594
2017,Literature&Fiction,6,Milk and Vine: Inspirational Quotes From Classic・,Adam Gasiewski,2017,Independently published ,77,7.99,0,1,0,1,1,0,0,1210
2017,Children'sBooks,3,Dog Man: A Tale of Two Kitties: From the Creator・,Dav Pilkey,2017,Graphix,256,9.99,0,0,1,1,1,0,0,31702
2017,Politics&SocialSciences,7,Obama: An Intimate Portrait,Pete Souza,2017,Little Brown and Company,352,50,2,6,0,1,1,0,0,25508.70684
2017,History,7,Killers of the Flower Moon: The Osage Murders・,David Grann,2018,Vintage,400,16.95,0,6,0,1,1,0,0,13530
2017,Religion&Spirituality,0,Uninvited: Living Loved When You Feel Less・,Lysa TerKeurst,2016,Thomas Nelson on Brilliance Audio,352,18.99,0,0,1,1,2,0,1,4072.818739
2017,Literature&Fiction,6,Big Little Lies,Liane Moriarty,2017,Berkley,254,16,0,0,1,1,1,0,0,10403.8946
2017,CookbooksFood&Wine,4,The Whole30 Cookbook: 150 Delicious and・,Melissa Hartwig Urban,2016,Houghton Mifflin Harcourt,320,30,0,1,1,1,1,0,0,3300.88
2017,Business&SelfHelp,2,Thinking Fast and Slow,Daniel Kahneman,2013,Farrar Straus and Giroux,499,18,0,4,0,1,5,1,1,49368
2017,Religion&Spirituality,0,Jesus Calling: Enjoying Peace in His Presence・,Sarah Young,2014,Thomas Nelson,400,16.99,0,0,1,0,7,1,1,40994800
2017,Religion&Spirituality,0,The Wisdom of Sundays: Life-Changing Insights・,Oprah Winfrey,2017,Flatiron Books ,240,27.99,1,0,1,1,1,0,0,381150
2017,Literature&Fiction,6,The Rooster Bar,John Grisham,2017,Dell ,376,9.99,0,4,0,0,1,0,0,6.50E+04
2017,Children'sBooks,3,She Persisted: 13 American Women Who・,Chelsea Clinton,2017,Philomel Books,32,10.99,0,1,0,1,1,0,0,223608
2017,History,7,On Tyranny: Twenty Lessons from the Twentieth・,Timothy Snyder,2017,Tim Duggan Books,128,9.99,0,3,0,1,1,0,0,97562.3
2017,Literature&Fiction,6,Camino Island,John Grisham,2017,Dell,370,9.99,0,4,0,0,1,0,0,1.91E+05
2017,Teen&Youngadult,6,Turtles All the Way Down,John Green,2019,Penguin Books,320,14.99,0,12,0,0,1,0,0,410300000
2017,CookbooksFood&Wine,4,The Pioneer Woman Cooks: Come and Get It!:・,Ree Drummond,2017,William Morrow Cookbooks,400,29.99,0,0,1,0,1,0,0,1.99E+05
2017,Business&SelfHelp,2,Mindset: The New Psychology of Success,Carol S. Dweck,2007,Ballantine Books,320,17,0,1,1,1,5,1,1,11202.62009
2017,Children'sBooks,3,Where Is Baby's Belly Button? A Lift-the-Flap Book,Karen Katz ,2020,Little Simon,14,5.99,0,0,1,0,2,0,1,150000
2017,Biographies&Memoirs,1,Grant,Ron Chernow,2018,Penguin Books,1104,22,0,0,0,0,1,0,0,15620
2017,Business&SelfHelp,2,The Intelligent Investor: The Definitive Book on・,Benjamin Graham,2006,Harper Business,640,24.99,0,0,0,1,2(2019),2,1,4690000
2017,Children'sBooks,3,The Trials of Apollo Book Two The Dark・,Rick Riordan,2018,Disney-Hyperion,464,9.99,0,0,1,0,1,0,0,3.49E+05
2017,Teen&Youngadult,6,Everything Everything,Nicola Yoon,2017,Ember,352,10.99,0,5,1,1,1,0,0,42471
2017,Business&SelfHelp,2,Start with Why: How Great Leaders Inspire・,Simon Sinek,2011,Portfolio,256,16,0,0,0,1,1,0,0,435237
2017,Literature&Fiction,6,Norse Mythology,Neil Gaiman,2016,W. W. Norton & Company,253,15.95,0,0,0,0,1,0,0,387000
2017,Children'sBooks,3,Dog Man Unleashed: From the Creator of・,Dav Pilkey,2020,Scholastic Children's Books ,224,9.99,0,0,1,1,1,0,0,40500
2017,Literature&Fiction,6,Lilac Girls,Martha Hall Kelly,2017,Ballantine Books,544,17,0,0,0,1,1,0,0,181500
2017,Teen&Youngadult,6,Harry Potter and the Sorcerer's Stone: The・,J.K. Rowling,2020,Scholastic Inc.,368,8.99,0,0,1,0,2,0,1,698739.7
2017,Children'sBooks,3,Magnus Chase and the Gods of Asgard Book 3・,Rick Riordan,2019,Disney-Hyperion,464,9.99,0,0,1,0,1,0,0,2.53E+05
2017,Literature&Fiction,6,Al Franken Giant of the Senate,Al Franken,2017,Twelve,416,26,0,0,0,0,1,0,0,179080
2017,Reference,0,Pok_mon Deluxe Essential Handbook: The Need・,Scholastic,2018,Scholastic Inc.,496,14.99,0,0,0,0,2,0,1,3.337482564
2017,CookbooksFood&Wine,4,10-Day Green Smoothie Cleanse,JJ Smith,2014,Simon & Schuster ,192,16.99,0,1,0,1,3,1,1,58685000
2017,History,7,Killing England: The Brutal Struggle for・,Bill O'Reilly,2020,Henry Holt and Co.,340,30,0,0,0,0,1,0,0,178890.4175
2017,Children'sBooks,3,Rosie Revere Engineer,Andrea Beaty,2013,Harry N. Abrams,32,16.15,0,0,1,1,1,0,0,17968.5
2016,Teen&Youngadult,6,Harry Potter and the Cursed Child Parts 1 & 2・,J.K. Rowling,2017,Arthur A. Levine Books ,336,8.99,0,1,1,0,1,0,0,13709300
2016,Children'sBooks,3,Double Down (Diary of a Wimpy Kid #11),Jeff Kinney,2016,Harry N. Abrams,224,14.99,0,0,0,0,1,0,0,1.06E+05
2016,Biographies&Memoirs,1,When Breath Becomes Air,Paul Kalanithi,2016,Random House,228,26,0,5,0,1,1,0,0,11400
2016,History,7,Killing the Rising Sun: How America Vanquished・,Bill O'Reilly,2016,Henry Holt and Co.,336,30,0,0,0,0,1,0,0,90200
2016,Biographies&Memoirs,1,The Magnolia Story,Chip Gaines,2020,Thomas Nelson,245,18.99,0,0,1,1,1,0,0,129000
2016,Children'sBooks,3,Fantastic Beasts and Where to Find Them: The・,J.K. Rowling,2017,Arthur A. Levine Books,160,9.99,0,0,1,1,1,0,0,10200000
2016,Literature&Fiction,6,Hamilton: The Revolution,Lin-Manuel Miranda,2016,Grand Central Publishing,288,45,0,0,0,1,1,0,0,80132
2016,Literature&Fiction,6,The Girl on the Train,Paula Hawkins,2017,Riverhead Books,325,16,0,0,1,1,2,0,1,100806.3195
2016,Reference,0,The Official SAT Study Guide 2016 Edition・,The College Board,2015,College Board,792,28,0,0,1,0,1,0,0,270193000
2016,Business&SelfHelp(CCD),2,Adult Coloring Book Designs: Stress Relief・,MantraCraft,2018,New Castle P&P ,108,4.99,0,0,1,1,1,0,0,61600
2016,Biographies&Memoirs,1,Born to Run,Christopher McDougall,2011,Vintage,304,16.95,0,2,0,0,1,0,0,43890
2016,Biographies&Memoirs,1,Alexander Hamilton,Ron Chernow,2005,Penguin Books ,818,22,0,1,0,0,1,0,0,3136.070429
2016,History,7,The Constitution of the United States,Founding Fathers (Creator,1995,Applewood Books,36,1.99,0,0,1,1,1,0,0,58410
2016,CookbooksFood&Wine,4,Cravings: Recipes for All the Food You Want to・,Chrissy Teigen,2016,Clarkson Potter,240,29.99,0,0,1,1,1,0,0,24096.68164
2016,Biographies&Memoirs,1,Night (Night),Elie Wiesel,2006,Hill and Wang ,120,11,1,1,0,0,5,1,1,41068.005
2016,Literature&Fiction,6,The Nightingale,Kristin Hannah,2017,St. Martin's Griffin,608,17.99,0,2,1,1,2,0,1,187550
2016,Teen&Youngadult,6,Harry Potter and the Chamber of Secrets: The・,J.K. Rowling,2020,Arthur A. Levine Books,452,10.99,0,0,1,0,1,0,0,14108600
2016,Business&SelfHelp,2,The Five Dysfunctions of a Team: A Leadership・,Patrick Lencioni,2002,Jossey-Bass,229,24.95,0,0,0,0,6,1,1,14241.7
2016,Literature&Fiction,6,All the Light We Cannot See,Anthony Doerr,2017,Scribner,544,18,0,4,0,1,3,1,1,21429.1
2016,Religion&Spirituality,0,Fervent: A Woman's Battle Plan to Serious・,Priscilla Shirer,2015,B&H Books,208,12.99,0,0,1,1,1,0,0,13915
2016,Literature&Fiction,6,The Whistler,John Grisham,2016,Dell,470,9.99,0,4,0,0,1,0,0,6.35E+04
2016,CookbooksFood&Wine,4,Cooking for Jeffrey: A Barefoot Contessa Cookbook,Ina Garten,2016,Clarkson Potter,256,35,0,0,1,0,1,0,0,162382
2016,Children'sBooks,3,The Trials of Apollo Book 1: The Hidden Oracle・,Rick Riordan,2019,Disney-Hyperion,286,9.99,0,0,1,0,1,0,0,1.20E+05
2016,Children'sBooks,3,Knock-Knock Jokes for Kids,Rob Elliott,2013,Revell ,128,4.99,0,0,0,1,4,1,1,86328.16753
2016,Politics&SocialSciences,7,Crisis of Character: A White House Secret Service・,Gary J. Byrne,2017,Center Street,336,17.99,0,2,0,1,1,0,0,59170.1374
2016,Children'sBooks,3,First 100 Animals,Roger Priddy,2011,Priddy Books US,24,5.99,0,0,0,1,1,0,0,8198.96
2016,Business&SelfHelp(CCD),2,Adult Coloring Books: A Coloring Book for Adults・,Damita Victoria,2020,Independently published ,109,6.2,0,0,1,1,2,0,1,5004.6
2016,Teen&Youngadult,6,Miss Peregrine's Home for Peculiar Children (Miss・,Ransom Riggs,2013,Quirk Books,382,10.99,0,3,0,0,1,0,0,4.02E+04
2016,Business&SelfHelp,2,Grit: The Power of Passion and Perseverance,Angela Duckworth,2018,Scribner,368,17.99,0,4,0,1,1,0,0,30213.7
2016,Business&SelfHelp,2,Emotional Intelligence 2.0,Travis Bradberry,2009,TalentSmart,280,34.99,0,2,0,1,3,1,1,11246.95
2016,Literature&Fiction,6,The Underground Railroad (Pulitzer Prize・,Colson Whitehead,2016,Anchor,336,16.95,2,10,1,1,1,0,0,34430
2016,CookbooksFood&Wine,4,The Food Lab: Better Home Cooking Through・,J. Kenji L_pez-Alt,2015,W. W. Norton & Company,958,49.95,0,4,1,1,1,0,0,16371.3
2016,Literature&Fiction,6,Me Before You,Jojo Moyes,2018,Penguin Books,369,16,0,0,1,1,1,0,0,109091.7704
2016,Children'sBooks,3,Potty (Leslie Patricelli board books),Leslie Patricelli,2010,Candlewick,28,7.99,0,0,1,1,2,0,1,7450
2016,Children'sBooks,3,First 100 Padded: Numbers Colors Shapes,Roger Priddy,2011,Priddy Books US,24,5.99,0,0,0,1,1,0,0,10635.9
2016,Business&SelfHelp(CCD),2,Good Vibes Coloring Book (Coloring is Fun)・,Thaneeya McArdle,2017,Design Originals,80,9.99,0,0,1,1,1,0,0,448.1048036
2016,Religion&Spirituality,0,Quieting Your Heart: 6-Month Bible-Study Journal,Darlene Schacht,2016,Time-Warp Wife Ministries ,192,9.99,0,0,0,1,1,0,0,3775.2
2016,Children'sBooks,3,The Book with No Pictures,B. J. Novak,2014,Dial Books,48,17.99,0,3,0,1,3,1,1,66416.9
2016,Business&SelfHelp(CCD),2,Creative Haven Owls Coloring Book (Adult・,Marjorie Sarnat,2015,Dover Publications,64,20.63,0,0,1,0,2,0,1,2381.5
2016,Children'sBooks,3,Magnus Chase and the Gods of Asgard Book 2・,Rick Riordan,2018,Disney-Hyperion,496,9.99,0,0,1,0,1,0,0,1.02E+05
2016,Business&SelfHelp(CCD),2,Secret Garden: An Inky Treasure Hunt and・,Johanna Basford,2013,Laurence King Publishing,96,15.95,0,0,1,0,2,0,1,22200
2016,Teen&Youngadult,6,Harry Potter and the Sorcerer's Stone,J.K. Rowling,2020,Scholastic Inc.,368,21.67,0,0,1,0,1,0,0,7679870
2016,Children'sBooks,3,The Everything Kids' Science Experiments Book:・,Tom Robinson,2001,Everything,144,7.99,0,0,0,1,3,1,1,14100000
2016,Teen&Youngadult,6,The Giver (1) (Giver Quartet),Lois Lowry,2014,HMH Books for Young Readers,240,8.99,0,1,1,1,1,0,0,37840
2016,Children'sBooks,3,Little Blue Truck board book,Alice Schertle,2020,HMH Books for Young Readers ,30,8.99,0,0,1,0,2,0,1,2076.36
2016,Business&SelfHelp(CCD),2,Harry Potter Coloring Book,Scholastic,2015,Scholastic Inc.,96,15.99,0,0,0,0,2,0,1,7901300
2016,Children'sBooks,3,The Day the Crayons Quit,Drew Daywalt,2013,Philomel Books,40,17.99,0,0,1,0,4,1,1,3117.94736
2015,Literature&Fiction,6,Go Set a Watchman,Harper Lee,2016,Harper Perennial Modern Classics,288,27.99,0,4,1,0,1,0,0,21100000
2015,Business&SelfHelp(CCD),2,Enchanted Forest: An Inky Quest and Coloring・,Johanna Basford (Illustrator,2015,Laurence King Publishing,84,9.99,0,0,1,1,1,0,0,551.4869393
2015,Business&SelfHelp(CCD),2,Adult Coloring Book: Stress Relieving Patterns,Blue Star Coloring,2015,Blue Star Coloring,96,8.95,0,0,1,1,1,0,0,17036800
2015,Children'sBooks,3,Old School (Diary of a Wimpy Kid #10),Jeff Kinney,2015,Harry N. Abrams,224,14.99,0,0,0,0,1,0,0,9.68E+04
2015,Religion&Spirituality,0,Adult Coloring Book: Stress Relieving Animal・,Savanna Magic,2015,Savanna Magic ,130,5.54,0,0,1,1,1,0,0,48608.12
2015,Arts&Photography,0,Humans of New York : Stories,Brandon Stanton,2015,St. Martin's Press,432,29.99,1,1,0,0,1,0,0,70423.2
2015,Literature&Fiction,6,The Martian,Andy Weir,2014,Broadway Books,369,12.99,0,0,0,1,1,0,0,93500
2015,History,7,The Boys in the Boat: Nine Americans and Their・,Daniel James Brown,2014,Penguin Books ,404,9.99,0,3,0,1,2,0,1,24357300
2015,Literature&Fiction,6,Grey: Fifty Shades of Grey as Told by Christian・,E. L. James,2014,Vintage,257,15.95,0,0,0,0,1,0,0,44655050
2015,Business&SelfHelp(CCD),2,Creative Haven Creative Cats Coloring Book・,Marjorie Sarnat,2020,Dover Publications,64,5.99,0,0,1,1,1,0,0,4951.3
2015,Business&SelfHelp(CCD),2,Balance (Angie's Extreme Stress Menders),Angie Grace,2015,CreateSpace Independent Publishing Platform ,103,11.95,0,0,1,1,1,0,0,186819.16
2015,HealthFitness&Dieting,5,Being Mortal: Medicine and What Matters in the・,Atul Gawande,2016,Atul Gawande,304,16,0,0,0,0,1,0,0,16940
2015,Children'sBooks,3,Baby Touch and Feel: Animals,DK,2008,DK Children,14,4.95,0,0,0,0,1,0,0,64843561.5
2015,History,7,The Wright Brothers,David McCullough,2014,Simon & Schuster,320,18,0,0,1,0,1,0,0,1.38E+05
2015,Business&SelfHelp(CCD),2,Dover Creative Haven Art Nouveau Animal・,Marty Noble,2013,Dover Publications,64,5.99,0,0,0,1,1,0,0,30200
2015,CookbooksFood&Wine,4,The Pioneer Woman Cooks: Dinnertime・,Ree Drummond,2015,William Morrow Cookbooks,400,29.99,0,1,1,0,1,0,0,1.96E+05
2015,Children'sBooks,3,What Pet Should I Get? (Classic Seuss),Dr. Seuss,2020,Random House Books for Young Readers,48,17.99,0,0,1,0,1,0,0,535447.2654
2015,Biographies&Memoirs,1,Killing Reagan: The Violent Assault That・,Bill O'Reilly,2015,Henry Holt and Co.,336,30,0,0,0,0,1,0,0,103951.1
2015,Biographies&Memoirs,1,American Sniper: The Autobiography of the Most・,Chris Kyle,2012,HarperCollins,448,9.99,0,0,1,1,2,0,1,20100000
2015,Children'sBooks,3,Diary of a Minecraft Zombie Book 1: A Scare of A・,Zack Zombie,2015,Zack Zombie Publishing ,90,5.92,0,0,0,1,1,0,0,12009.4214
2015,Business&SelfHelp(CCD),2,Lost Ocean: An Inky Adventure and Coloring・,Johanna Basford,2015,Penguin Books,80,16.95,0,0,1,1,1,0,0,25155.9
2015,Reference,0,The Official SAT Study Guide,The College Board,2019,College Board,1300,29.99,0,0,1,0,5,1,1,190040180
2015,Children'sBooks,3,The Day the Crayons Came Home,Drew Daywalt,2015,Philomel Books,48,18.99,0,1,1,1,1,0,0,4348.377
2015,Literature&Fiction,6,What If?: Serious Scientific Answers to Absurd・,Randall Munroe,2020,Houghton Mifflin Harcourt,500,28,0,0,1,0,2,0,1,18740.48
2015,Literature&Fiction,6,Paper Towns,John Green,2009,Penguin Books,305,10.99,0,3,0,0,2,0,1,486200000
2015,History,7,Unbroken: A World War II Story of Survival・,Laura Hillenbrand,2016,Random House Trade Paperback,473,28,0,0,0,0,6,1,1,5573.330906
2015,Business&SelfHelp,2,Get What's Yours: The Secrets to Maxing Out・,Laurence J. Kotlikoff,2016,Simon & Schuster,384,20,0,2,0,1,1,0,0,2701.93
2015,Children'sBooks,3,Magnus Chase and the Gods of Asgard Book 1:・,Rick Riordan,2019,Disney-Hyperion,512,29.97,0,0,1,0,1,0,0,3.47E+04
2015,Science&Math,7,Thing Explainer: Complicated Stuff in Simple・,Randall Munroe,2015,Houghton Mifflin Harcourt,64,23.09,1,4,1,1,1,0,0,39200
2015,History,7,Dead Wake: The Last Crossing of the Lusitania,Erik Larson,2016,Crown,480,18,0,9,0,0,1,0,0,4.58E+04
2015,CookbooksFood&Wine,4,Inspiralized: Turn Vegetables into Healthy・,Ali Maffucci,2015,Clarkson Potter,224,19.99,0,0,1,1,1,0,0,3617.9
2015,Business&SelfHelp(CCD),2,Mystical Mandala Coloring Book (Dover Design・,Alberta Hutchinson,2007,Dover Publications ,32,3.99,0,0,1,1,1,0,0,76463.52772
2015,HealthFitness&Dieting,5,Diagnostic and Statistical Manual of Mental・,American Psychiatric Association,2013,American Psychiatric Publishing,991,160,0,0,0,1,3,1,1,314781.5
2015,Children'sBooks,3,Ultimate Sticker Book: Frozen: More Than 60・,DK,2013,DK Children,16,6.99,0,0,0,0,2,0,1,164272020
2015,CookbooksFood&Wine,4,The 20/20 Diet: Turn Your Weight Loss Vision・,Phil McGraw,2015,Ghost Mountain Books,338,12.99,0,0,0,1,1,0,0,68244
2015,Religion&Spirituality,0,The Jesus Storybook Bible: Every Story Whispers・,Sally Lloyd-Jones,2007,ZonderKidz,352,18.99,0,0,0,1,4,1,1,195049.433
2015,Business&SelfHelp,2,The Road to Character,David Brooks,2016,Random House Trade Paperbacks,320,18,0,6,1,0,1,0,0,358408
2015,Children'sBooks,3,Guess How Much I Love You,Sam McBratney,2019,Candlewick,24,8.99,0,2,1,1,1,0,0,6615.07
2015,Business&SelfHelp(CCD),2,Creative Coloring Inspirations: Art Activity Pages・,Valentina Harper,2014,Design Originals,80,8.97,0,0,1,1,1,0,0,237184.2
2015,Children'sBooks,3,Little Blue Truck,Alice Schertle,2019,HMH Books for Young Readers,32,17.99,0,3,1,1,2,0,1,1395.990068
2015,Business&SelfHelp,2,Crucial Conversations Tools for Talking When・,Kerry Patterson,2011,McGraw-Hill Education,272,20,0,0,0,0,3,1,1,47993.198
2015,Religion&Spirituality,0,For the Love: Fighting for Grace in a World of・,Jen Hatmaker,2018,Thomas Nelson,224,17.99,0,0,1,1,1,0,0,6812.3
2015,Children'sBooks,3,Press Here (Interactive Book for Toddlers and・,Herve Tullet,2019,Chronicle Books,46,8.99,0,0,1,1,1,0,0,2163.075981
2015,Children'sBooks,3,A Long Walk to Water: Based on a True Story,Linda Sue Park,2011,HMH Books for Young Readers,128,8.99,0,0,1,1,1,0,0,258000
2015,Literature&Fiction,6,A Game of Thrones / A Clash of Kings / A Storm・,George R. R. Martin,2013,Bantam,5216,49.95,0,2,0,0,2,0,1,373682.0426
2015,Literature&Fiction,6,Rogue Lawyer,John Grisham,2015,Dell ,340,9.99,0,4,0,0,1,0,0,4.91E+04
2015,Business&SelfHelp(CCD),2,Detailed Designs and Beautiful Patterns (Sacred・,Lilt Kids Coloring Books,2014,CreateSpace Independent Publishing Platform,42,4.72,0,0,2,1,1,0,0,6180
2015,Teen&Youngadult,6,Lord of the Flies,William Golding,2003,Penguin Books,224,10.95,0,1,0,1,2,0,1,67158.267
2014,Literature&Fiction,6,Frozen (Little Golden Book),Victoria Saxon,2015,Golden/Disney,24,4.99,0,0,1,1,1,0,0,42482.03278
2014,Literature&Fiction,6,The Fault in Our Stars,John Green,2014,Penguin Books,352,12.99,1,7,0,1,4,1,1,370417300
2014,Children'sBooks,3,Diary of a Wimpy Kid: The Long Haul,Jeff Kinney,2014,Amulet Books,224,14.99,0,2,0,0,1,0,0,6.23E+04
2014,Biographies&Memoirs,1,Killing Patton: The Strange Death of World War・,Bill O'Reilly,2014,Henry Holt and Company,352,30,0,0,0,0,1,0,0,85034.928
2014,Children'sBooks,3,The Blood of Olympus (The Heroes of Olympus 5),Rick Riordan,2019,Disney-Hyperion,544,9.99,0,0,1,0,1,0,0,1.28E+05
2014,Literature&Fiction,6,Divergent,Veronica Roth,2016,Katherine Tegen Books,415,9.99,0,0,1,1,2,0,1,173935.08
2014,Literature&Fiction,6,Gone Girl,Julia Whelan (Narrator,2019,Crown,500,9.99,0,0,1,1,3,1,1,1083.87323
2014,Literature&Fiction,6,The Book Thief,Markus Zusak,2007,Knopf Books for Young Readers,608,14.99,0,3,0,0,4,1,1,28344.976
